"","Lake","Identifier.1","Analysis","Row","Comment","Area.44","d.13C.12C","Area.28","d.15N.14N","Identifier","drift.d13C_adj","GA1.temp","GA2.temp","slope.correction","intercept.correction","d13C_VPDB","d13C_drift.VPDB","d15N_air","d15N_air2","ProcessedOrder","DataSheetNum","People","FISH_ID","Length_mm","Depth_mm","Width_mm","TotalMass_g","VisceraMass_mg","StomContMass_mg","GonadMass_mg","Notes.and.observations...visible.eggs.","CORRECTEDDepth_mm","CORRECTEDWidth_mm","Date","Pull","FreezeDried","Groud","Packed...Tray","Packed...Mass","Packed...Date","X","lakeabv","elev_m","maxdepth_m","WatershedAreaTotal_m2","WatershedAreaofupstreamlakes_m2","Lake_Volume_m3","AddtionalUpstreamVolume_m3","PerimeterLength_m","Area_m2","SDI","Area_ha","IlluminatedBottom_morethan1_ha","MostLightLittoral_morethan50_ha","PerLit_1percentlight","PerLit_50percentofLight","X.Littoral.at.15m","Date.Started","Secchi_m","Rainbow.Trout","Brown.Trout","Total.Fish","Overnight","Notes","Set1","Set2","Set.3","Set4","Hours.net.wet","Minutes","Total.minutes","Total.hours..decimal.","CPUE","X.Elevation_m","Repro","Miles.from.Trailhead","Depth_m","USGS_ReconAlpineLakesReport","Bins","AvgDepth_m","Percent_Littoral","EB","CurrentlyStocked","Has.Natural.Repro","Name_2","Name_3","County","Latitude","Longitude","Elevation_ft","Elevation_m","SizeAcres","Hectares_convertion","Depth_ft","Jurisdiction","Wilderness","CID","GeometryID","kd","kd.below1m","kd.2pt","wateradj","onepercent.kd.2pt","fiftypercent.kd.2pt","onepercent.kd.below1m","fiftypercent.kd.below1m","Totm2overTotm3","Subm2overSubm3","ordered.lit","ordered.depth","ordered.elv","ordered.CPUE","tot.biomass","BMPU","species"
"173","Tusco Out-In Pot, Large","TPL_RBT_02",16572,16,0.347,127.889,-15.545,28.599,5.577,"TPL_RBT_02",-15.5298256775953,-17.749244393763,-2.98285192262026,0.988731677593703,-10.7507598145341,-26.1205937427282,-26.1055904094806,5.14396425124827,5.14190952380952,154,6,"RS","TPL-RBT-02",146,25.5,15.3,30.2,2685,"681",NA,"8/6/2018 (17 fish) Tusco Pot Large; bolus in stomach",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"174","Tusco Out-In Pot, Large","TPL_RBT_07",16592,36,0.331,120.295,-13.986,26.983,5.729,"TPL_RBT_07",-13.9518577745894,-17.6651704964611,-2.90206341255728,0.988951710302121,-10.8299994247463,-24.6614780450317,-24.6277130328184,5.29575378676625,5.29390952380952,159,6,"RS","TPL-RBT-07",141.5,29.3,14.1,30.3,2513,"627",NA,"8/6/2018 (17 fish) Tusco Pot Large; small bolus, mostly waste",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"175","Tusco Out-In Pot, Large","TPL_RBT_08",16701,54,0.348,130.635,-14.997,28.348,5.079,"TPL_RBT_08",-16.352285943024,-17.7846640020558,-2.14099953423153,0.933285166658307,-11.7018368928794,-25.698314537254,-26.9631828044588,4.52217204919042,4.52563333333333,160,6,"RS","TPL-RBT-08",137.5,25.4,14.1,27.3,2502,"571",355,"8/6/2018 (17 fish) Tusco Pot Large; small pink gonad, MALE",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"176","Tusco Out-In Pot, Large","TPL_RBT_09",16610,54,0.331,124.106,-15.379,27.701,5.328,"TPL_RBT_09",-15.3277866618841,-17.7073624404455,-2.94260660611141,0.98884127606425,-10.7902291286577,-25.9976191132498,-25.9469772506358,4.89530902530105,4.89290952380952,161,6,"RS","TPL-RBT-09",143.5,27,16.2,30.3,2319,"217",NA,"8/6/2018 (17 fish) Tusco Pot Large; no waste, small bolus in stomach",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"177","Tusco Out-In Pot, Large","TPL_RBT_10",16566,10,0.332,125.329,-16.011,27.444,5.325,"TPL_RBT_10",-16.0015160484971,-17.720902389932,-2.95561744991007,0.988805841492846,-10.7774682003107,-26.6092385284527,-26.5998607418062,4.8923131792053,4.88990952380952,162,6,"RS","TPL-RBT-10",129.5,25.8,14.2,25,2334,"461",NA,"8/6/2018 (17 fish) Tusco Pot Large",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"178","Tusco Out-In Pot, Large","TPL_RBT_11",16571,15,0.34,132.243,-15.668,28.3,5.49,"TPL_RBT_11",-15.6537740727456,-17.7974479424663,-3.0291718031594,0.988605566572593,-10.7053438932919,-26.1948159103513,-26.1807520794779,5.05708471447153,5.05490952380952,163,6,"RS","TPL-RBT-11",157.7,30.5,18.1,40.5,3378,"392",82,"8/6/2018 (17 fish) Tusco Pot Large; female, small developing eggs (tiny)",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"179","Tusco Out-In Pot, Large","TPL_RBT_12",16678,31,0.334,124.229,-16.421,27.938,5.52,"TPL_RBT_12",-17.1990345228471,-17.7093314429561,-2.07216097301352,0.933672752884785,-11.765279759906,-27.0971200350271,-27.8235496698131,4.96182464329907,4.96663333333333,164,6,"RS","TPL-RBT-12",145.8,26.1,16.5,31.3,2989,"1017",NA,"8/6/2018 (17 fish) Tusco Pot Large; a medium amount of material in stomach",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"180","Tusco Out-In Pot, Large","TPL_RBT_13",16542,51,0.347,132.269,-15.186,29.162,5.576,"TPL_RBT_13",-15.3568827157111,-17.8228557748146,-2.71980022354364,0.966691802889606,-11.070791418403,-25.7509731370846,-25.916164057618,5.11629617248872,5.1347619047619,165,6,"RS","TPL-RBT-13",125.1,23.8,14.1,20.7,2045,"544",NA,"8/6/2018 (17 fish) Tusco Pot Large",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"181","Tusco Out-In Pot, Large","TPL_RBT_14",16410,24,0.342,128.016,-15.693,28.662,5.669,"TPL_RBT_14",-16.1100936818504,-17.6221426107503,-2.15184472171099,0.943743947577381,-11.6692095677589,-26.4793833370908,-26.8730129749098,5.18867401641895,5.21475,166,6,"RS","TPL-RBT-14",204.5,40.2,20.9,86.8,10585,"3967",618,"8/6/2018 (17 fish) Tusco Pot Large; female, small developing eggs; full stomach (dirt?) and waste",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"182","Tusco Out-In Pot, Large","TPL_RBT_15",16598,42,0.347,126.152,-15.637,28.234,5.729,"TPL_RBT_15",-15.5971674036877,-17.7300139013198,-2.96437290734776,0.988781997744649,-10.7688814346126,-26.2304655333456,-26.1910797791886,5.29575378676625,5.29390952380952,167,6,"RS","TPL-RBT-15",174,37.2,17.5,59.1,5521,"1659",NA,"8/6/2018 (17 fish) Tusco Pot Large",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"183","Tusco Out-In Pot, Large","TPL_RBT_16",16534,43,0.35,132.185,-15.346,28.63,5.3,"TPL_RBT_16",-15.4900775838348,-17.8219750813939,-2.71909677717385,0.966703147963557,-11.0714405858885,-25.9064670945372,-26.0457473483813,4.84181848570951,4.8587619047619,168,7,"RS","TPL-RBT-16",148.9,31.2,16.1,34.1,2871,"788",NA,"8/6/2018 (17 fish) Tusco Pot Large",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"184","Tusco Out-In Pot, Large","TPL_RBT_17",16613,57,0.336,124.858,-14.884,27.549,6.028,"TPL_RBT_17",-14.8299414764333,-17.7156879040709,-2.95060673247003,0.988819487703301,-10.7823825623851,-25.499971817361,-25.4465176957818,5.59433978097596,5.59290952380952,169,7,"RS","TPL-RBT-17",192,38.8,21.2,74.1,6378,"786",578,"8/6/2018 (17 fish) Tusco Pot Large; small eggs early in development",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"185","Tusco Out-In Pot, Large","TPL_RBT_05",16430,44,0.347,133.824,-15.329,29.581,5.685,"TPL_RBT_05",-16.0936717500591,-17.7032313962616,-2.20940796429111,0.942310983735223,-11.6180506076964,-26.0627356773736,-26.7832942664064,5.20457922006863,5.23075,157,6,"RS","TPL-RBT-05",142.5,25.5,14.5,28.7,2282,"508",NA,"8/6/2018 (17 fish) Tusco Pot Large; small bolus, mostly waste",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"186","Tusco Out-In Pot, Large","TPL_RBT_06",16517,26,0.348,134.855,-15.51,28.967,5.351,"TPL_RBT_06",-15.5971166785978,-17.8499685508386,-2.74145632249912,0.966342666924834,-11.0508137860582,-26.0387885500624,-26.1229731135923,4.89253718870132,4.9097619047619,158,6,"RS","TPL-RBT-06",131,25.5,13.6,24.6,2405,"557",NA,"8/6/2018 (17 fish) Tusco Pot Large; small bolus, mostly waste",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,14,"TPB",1112.52,4.8768,3221362.877,2066170,31844.31742,7280815.969,937.361959,22868.31184,1.748579327,2.286831,2.286831,1.548347,100,67.7071021,100,"8/6/2018","max",17,0,17,0,"","3:27p","7:08p","","",3,41,221,3.683333333,4.615384615,1112.52,"Yes",5.5,4.8768,"",2,NA,"NULL","","No","Yes","NULL","NULL","King",47.43551002,-121.4894961,3650,1112.52,6,2.428116,16,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2321,"L8594",0.279045990240659,0.369887457012482,0.347582972937708,1.284,13.25,1.99,12.45,1.87,0.440518600731699,36.2762643571212,"Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large","Tusco Out-In Pot, Large",619.1,168.081447979012,"rainbow"
"187","Tusco Out-In Pot, Small","TOS_RBT_02",16465,26,0.342,136.765,-14.091,26.809,5.119,"TOS_RBT_02",-14.0857373720391,-17.5396403134645,-2.79020553750696,0.989868440504504,-10.938063595901,-24.8862997910499,-24.8810904817173,4.69076062907248,4.70222619047619,183,7,"RS","TOS-RBT-02",166.1,33.2,19.5,51.3,3730,"769",95,"8/6/18 1st pull, 9:36a-1:12p; small pink gonad",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
"188","Tusco Out-In Pot, Small","TOS_RBT_03",16468,29,0.344,133.393,-14.539,26.309,5.177,"TOS_RBT_03",-14.5331301457359,-17.500713485058,-2.75444826390211,0.990081202327347,-10.9728725511273,-25.3676631517646,-25.3618515193973,4.74865979208479,4.76022619047619,184,7,"RS","TOS-RBT-03",183,35.2,20.1,62.1,4442,"0",408,"8/6/18 1st pull, 9:36a-1:12p; pointy nose; eggs; totally empty gut",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
"189","Tusco Out-In Pot, Small","TOS_RBT_01",16503,12,0.349,136.202,-14.864,26,5.246,"TOS_RBT_01",-14.9042076978144,-17.8640910989067,-2.7527365875003,0.966160908274606,-11.04041351838,-25.4014292589737,-25.4402763648137,4.78811632960053,4.80476190476191,182,7,"RS","TOS-RBT-01",171.5,35.1,19.5,58.5,5508,"1222",336,"8/6/18 1st pull, 9:36a-1:12p; body cavity slimy; gonad; prey in stomach",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
"190","Tusco Out-In Pot, Small","TOS_RBT_06",16449,10,0.338,131.846,-15.047,27.156,5.857,"TOS_RBT_06",-15.0449759123227,-17.4828547058336,-2.73804360723939,0.990178843416447,-10.9888471477599,-25.8880682046472,-25.8860639958519,5.42747756533265,5.44022619047619,187,7,"RS","TOS-RBT-06",191.5,37.8,19.1,70.2,5610,"1268",493,"8/6/18 1st pull, 9:36a-1:12p; pointy nose; eggs/gonad; mostly waste, some stomach contents",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
"191","Tusco Out-In Pot, Small","TOS_RBT_07",16546,55,0.345,133.227,-15.125,24.537,5.678,"TOS_RBT_07",-15.3092852816492,-17.8328998735891,-2.72782286190379,0.966562433856205,-11.0633888954697,-25.6826457075448,-25.8607689378995,5.21773357847234,5.2367619047619,188,7,"RS","TOS-RBT-07",159,28.8,18,43.4,3811,"974",NA,"8/6/18 1st pull, 9:36a-1:12p; tiny gonad not weighed; something in stomach (pineneedles?) and waste",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
"192","Tusco Out-In Pot, Small","TOS_RBT_04",16623,67,0.341,134.37,-16.159,28.05,5.532,"TOS_RBT_04",-16.0954575249303,-17.8209961620556,-3.05179982013384,0.988543970978197,-10.6831616871743,-26.657043714211,-26.5942291835798,5.09902655981203,5.09690952380952,185,7,"RS","TOS-RBT-04",126,24.5,15,22.6,1845,"395",NA,"8/6/18 1st pull, 9:36a-1:12p; mostly waste, minimal content in stomach",NA,NA,"8/6/2018","",NA,NA,NA,NA,NA,15,"TPS",1109.472,3.6576,48745.2,0,13513.30581,0,342.551917,6852.014785,1.167380204,0.685202,0.685202,0.206534,100,30.1420603,100,"8/5/2018","max",7,0,7,0,"Likely 5 more fish","9:36a-1:12p","?1:12p-2:15p","","",3,36,216,3.6,1.944444444,1109.472,"Yes",5.5,3.6576,"",2,NA,"21.7","","No","Yes","NULL","NULL","King",47.43510999,-121.4920962,3640,1109.472,1.2,0.4856232,12,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",2320,"L8433",0.471709512986123,0.593129988883178,0.471374001579468,1.106,9.77,1.47,7.76,1.17,3.60720024288416,3.60720024288416,"Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small","Tusco Out-In Pot, Small",352.9,98.0277777777778,"rainbow"
